Time,bboxes,zone_count
16:10:05,"[[0.77661353 0.60013837 0.873817   0.6907906 ]
 [0.09202137 0.6534069  0.15898104 0.77330196]
 [0.3279427  0.60351163 0.3867095  0.68109065]
 [0.51400566 0.61552614 0.6157279  0.7312024 ]
 [0.9392477  0.57302994 1.         0.6404252 ]
 [0.8641541  0.55121785 0.9440468  0.60934013]
 [0.5741152  0.60683596 0.6749718  0.716321  ]
 [0.7273531  0.5665027  0.78950405 0.63309026]
 [0.33039278 0.47730964 0.3725625  0.532571  ]
 [0.07050505 0.52456653 0.12088208 0.59289   ]
 [0.586718   0.47763535 0.6529744  0.55009115]
 [0.89043385 0.53513265 0.977274   0.58820766]
 [0.6499473  0.58333206 0.7398776  0.6993947 ]
 [0.64225155 0.4498529  0.691314   0.5089895 ]
 [0.18701288 0.51938844 0.23045704 0.5778511 ]
 [0.6822124  0.79220724 0.7907325  0.95985276]
 [0.12585723 0.5289567  0.17678641 0.5908287 ]
 [0.7775989  0.7874424  0.8867845  0.8806787 ]
 [0.0042743  0.6392792  0.08340719 0.76244855]
 [0.4526494  0.83364946 0.5673713  0.9929449 ]
 [0.402265   0.49306956 0.45137703 0.56508327]
 [0.6418948  0.5342899  0.76973605 0.64545166]
 [0.27081478 0.6305171  0.3366146  0.703932  ]
 [0.9097062  0.56093085 0.9919575  0.62154144]
 [0.4582132  0.4379119  0.5151117  0.52258533]
 [0.87556183 0.760633   0.9898245  0.8804538 ]
 [0.18845174 0.64020413 0.26700363 0.76396716]
 [0.75608593 0.9227621  1.         1.        ]
 [0.5286565  0.5524845  0.59259784 0.62693137]
 [0.32260188 0.8400994  0.41477004 0.9964836 ]
 [0.47874138 0.6025412  0.54173815 0.66222817]]","[1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:10:06,"[[0.7766113  0.6002539  0.8737491  0.6901444 ]
 [0.09218422 0.6529399  0.15870991 0.773834  ]
 [0.3282256  0.6025878  0.38679647 0.68108094]
 [0.5142848  0.61649215 0.61684763 0.7316715 ]
 [0.93956053 0.5733062  1.         0.63963425]
 [0.573729   0.606994   0.67558926 0.7156022 ]
 [0.8643123  0.54990035 0.9436734  0.6103383 ]
 [0.72646725 0.5676532  0.7895736  0.6326508 ]
 [0.0702019  0.5250624  0.12028514 0.5928513 ]
 [0.3304834  0.4771496  0.37268263 0.5321887 ]
 [0.58653307 0.4762339  0.65269566 0.5493582 ]
 [0.64925474 0.5815695  0.7404752  0.6983745 ]
 [0.89304626 0.53496724 0.9773524  0.58912253]
 [0.64201474 0.44951436 0.6911918  0.5100881 ]
 [0.18815446 0.5201172  0.23071383 0.5776206 ]
 [0.6825038  0.79152954 0.7902672  0.9602777 ]
 [0.77747685 0.78721094 0.8872087  0.88140786]
 [0.12562017 0.5290024  0.17694128 0.59119606]
 [0.2713197  0.63081986 0.33622533 0.7050872 ]
 [0.6415671  0.53507197 0.77096367 0.6454844 ]
 [0.4018172  0.49268085 0.4521015  0.56503093]
 [0.00564879 0.63903993 0.08432432 0.76331073]
 [0.45205286 0.83356524 0.5672654  0.9919321 ]
 [0.45823726 0.43721208 0.5151441  0.52161145]
 [0.9096996  0.5604373  0.9907442  0.6217737 ]
 [0.8752332  0.761568   0.9900441  0.8818789 ]
 [0.18884738 0.6397293  0.26670504 0.7646177 ]
 [0.32368734 0.8401765  0.4145169  0.9961126 ]
 [0.7585071  0.9227789  1.         1.        ]
 [0.5278162  0.55153155 0.5928696  0.62694883]
 [0.47815326 0.6028434  0.542788   0.6622475 ]]","[1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:10:07,"[[0.77668124 0.5998893  0.8735645  0.6900541 ]
 [0.32807666 0.6027136  0.38631448 0.6816797 ]
 [0.513936   0.6171897  0.6163176  0.73148525]
 [0.09267872 0.6527112  0.15859666 0.77380323]
 [0.5749861  0.6073899  0.6750735  0.71553   ]
 [0.93902385 0.57396334 1.         0.63998264]
 [0.7252459  0.56647754 0.7895756  0.63292706]
 [0.8601248  0.5411898  0.95938283 0.60370564]
 [0.5865992  0.4764982  0.65232974 0.54984945]
 [0.07010637 0.52457225 0.12039545 0.59284616]
 [0.6495691  0.58097917 0.74003744 0.6984084 ]
 [0.33065155 0.47789338 0.37262225 0.5320412 ]
 [0.8914147  0.53483164 0.97672963 0.58982134]
 [0.64218277 0.44958374 0.69105697 0.50959855]
 [0.6835951  0.7915535  0.7895395  0.9599539 ]
 [0.77779925 0.7876564  0.88824695 0.8821226 ]
 [0.6421167  0.53485405 0.77280444 0.64534146]
 [0.27065206 0.63136184 0.33663028 0.7053278 ]
 [0.18794285 0.52010095 0.23083222 0.5776243 ]
 [0.12607929 0.52826655 0.17680383 0.59112227]
 [0.45258465 0.83336776 0.56653434 0.9913803 ]
 [0.4019223  0.4936227  0.45126465 0.5652079 ]
 [0.8739785  0.76193154 0.99043596 0.8811505 ]
 [0.9074819  0.56032217 0.9918024  0.621957  ]
 [0.00605553 0.63791335 0.08357991 0.76285803]
 [0.45834455 0.43737385 0.51515627 0.52223074]
 [0.18886697 0.63889706 0.26680475 0.76446116]
 [0.32231486 0.8391649  0.41474718 0.9970211 ]
 [0.5276715  0.5513937  0.592529   0.6269599 ]
 [0.75884014 0.9226147  1.         1.        ]
 [0.47886252 0.6032291  0.5431056  0.6630569 ]]","[1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:10:08,"[[0.7762147  0.60020727 0.8731167  0.6909322 ]
 [0.32749793 0.6021506  0.38690296 0.6818639 ]
 [0.51379645 0.61486244 0.61588615 0.7323305 ]
 [0.09317781 0.6537608  0.15872386 0.77389103]
 [0.5749704  0.60745525 0.67503244 0.7146678 ]
 [0.93877405 0.5739387  1.         0.64063734]
 [0.58591694 0.47973084 0.6528339  0.5511897 ]
 [0.33019772 0.47682995 0.37247944 0.5326381 ]
 [0.723148   0.56355256 0.7896234  0.6323298 ]
 [0.86525416 0.54923534 0.94681793 0.6108371 ]
 [0.6496199  0.5791279  0.74009275 0.6999492 ]
 [0.06931746 0.524444   0.12061924 0.5930836 ]
 [0.6834775  0.7927331  0.7900665  0.96065223]
 [0.88772535 0.53564835 0.97802997 0.5917558 ]
 [0.642497   0.45020127 0.692563   0.50846505]
 [0.12610498 0.527588   0.17642918 0.5913705 ]
 [0.77800107 0.7873203  0.8885528  0.8819932 ]
 [0.8745654  0.76195985 0.9916661  0.8825103 ]
 [0.6418158  0.5351189  0.77128327 0.6464785 ]
 [0.1869764  0.5199722  0.23054025 0.5772643 ]
 [0.00631998 0.6358635  0.08360555 0.7652835 ]
 [0.402059   0.4938131  0.4506264  0.565161  ]
 [0.4525996  0.83337235 0.56815255 0.9927855 ]
 [0.2704672  0.6313096  0.33665776 0.7036021 ]
 [0.9066533  0.55870885 0.99152255 0.62093693]
 [0.7585737  0.9222025  1.         1.        ]
 [0.4592604  0.4393242  0.515938   0.52323544]
 [0.18917136 0.6387908  0.26619434 0.7640624 ]
 [0.46737167 0.54444575 0.5737695  0.66026366]
 [0.3220656  0.8389066  0.41458315 0.99691314]
 [0.52780807 0.55273616 0.5932547  0.62610334]
 [0.55102074 0.7652298  0.7019899  0.9744774 ]]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:10:09,"[[0.77671194 0.60030323 0.87367564 0.6914255 ]
 [0.3265011  0.6020046  0.38805452 0.6816976 ]
 [0.5140856  0.6152465  0.61536515 0.73240876]
 [0.09278007 0.65361327 0.15897384 0.7737874 ]
 [0.57481116 0.6073066  0.6750182  0.7148059 ]
 [0.9386755  0.5740064  1.         0.6404084 ]
 [0.32996544 0.4770437  0.37173763 0.53234404]
 [0.5858305  0.4791351  0.65313685 0.5509891 ]
 [0.06917766 0.5251366  0.12072144 0.59277105]
 [0.6493697  0.578793   0.7404431  0.7001325 ]
 [0.86490995 0.5491911  0.94605166 0.6109759 ]
 [0.72239965 0.5642671  0.78939956 0.6323542 ]
 [0.6836813  0.79336065 0.7899103  0.9607054 ]
 [0.8890688  0.5353065  0.977687   0.5910118 ]
 [0.18694319 0.5198741  0.22974075 0.57745826]
 [0.7782244  0.787315   0.88727134 0.8823826 ]
 [0.12576325 0.52874404 0.17686509 0.5914263 ]
 [0.6425962  0.4499819  0.6925973  0.50880414]
 [0.6427     0.5351798  0.77156955 0.64662296]
 [0.87402135 0.76231223 0.99237996 0.8827387 ]
 [0.40219843 0.49460047 0.45072258 0.5653782 ]
 [0.00533087 0.636237   0.08332249 0.76516086]
 [0.27003407 0.6316495  0.3366805  0.70386654]
 [0.45249808 0.8343205  0.56837076 0.9926307 ]
 [0.9065773  0.5590744  0.991762   0.62068933]
 [0.45945722 0.43955112 0.5149728  0.52348363]
 [0.7585193  0.92054677 1.         1.        ]
 [0.32230234 0.83923346 0.41486943 0.9959525 ]
 [0.18962222 0.63864255 0.2656507  0.7645637 ]
 [0.46731544 0.54441595 0.5722085  0.66013336]
 [0.527549   0.55267733 0.5927816  0.62616867]
 [0.47872144 0.5996236  0.54017574 0.6627146 ]]","[1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:10:10,"[[0.7757598  0.60028505 0.87361395 0.6910174 ]
 [0.5147739  0.61633193 0.6152257  0.7317135 ]
 [0.0929676  0.65210927 0.15833408 0.77431893]
 [0.32544613 0.60183954 0.38532653 0.6820349 ]
 [0.574264   0.60757095 0.67525333 0.71506137]
 [0.938707   0.5741835  1.         0.64071006]
 [0.8636988  0.55036294 0.94448954 0.6099681 ]
 [0.5856925  0.47914985 0.65276814 0.5507166 ]
 [0.06993368 0.52500266 0.12055495 0.5923769 ]
 [0.7243531  0.56439555 0.78931594 0.6324674 ]
 [0.33061314 0.47743484 0.3720539  0.53176326]
 [0.89034915 0.5351373  0.9782999  0.58980423]
 [0.6495831  0.5822608  0.7403747  0.6996665 ]
 [0.643168   0.44973722 0.6920906  0.50816774]
 [0.6828667  0.7934817  0.7896457  0.96036917]
 [0.12610833 0.52875155 0.1766949  0.59107053]
 [0.64256144 0.5348199  0.77135634 0.6453312 ]
 [0.18761346 0.5197061  0.23045507 0.5779559 ]
 [0.00661242 0.63737446 0.08408924 0.76426303]
 [0.8750694  0.7621595  0.99136394 0.8827151 ]
 [0.77814573 0.7874516  0.8872016  0.88282025]
 [0.27048716 0.6309095  0.33574212 0.7053156 ]
 [0.9084243  0.5599607  0.9928782  0.6210371 ]
 [0.40345836 0.49604407 0.45048967 0.5651719 ]
 [0.4529755  0.83435035 0.5678062  0.990126  ]
 [0.4586436  0.43920156 0.5150064  0.521543  ]
 [0.7607958  0.919724   0.99923223 1.        ]
 [0.52727544 0.55244076 0.59027624 0.6268389 ]
 [0.5498673  0.76512855 0.701118   0.9741634 ]
 [0.18993269 0.6375243  0.26555455 0.7647603 ]
 [0.3221863  0.83976424 0.41503465 0.99498475]
 [0.46880764 0.5454286  0.57254755 0.65937465]]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:10:11,"[[0.7754332  0.60128325 0.8726     0.6899668 ]
 [0.5164132  0.6169578  0.6140605  0.7322203 ]
 [0.09289867 0.6521226  0.15788434 0.7728236 ]
 [0.32607704 0.6020383  0.38488507 0.6819263 ]
 [0.57324857 0.60709786 0.6750005  0.71589816]
 [0.07046796 0.5245372  0.1197647  0.5925751 ]
 [0.72430634 0.567315   0.7898049  0.6315527 ]
 [0.93906426 0.5750389  1.         0.6410935 ]
 [0.33094716 0.47790223 0.37278625 0.5316431 ]
 [0.86457205 0.5500308  0.9454793  0.6103576 ]
 [0.58625215 0.47951818 0.65246695 0.55183876]
 [0.88925225 0.5345823  0.97610337 0.5903498 ]
 [0.6829969  0.793461   0.7893015  0.9608724 ]
 [0.18820378 0.51944655 0.23117305 0.57905775]
 [0.6503906  0.5833901  0.7398757  0.6986082 ]
 [0.64366764 0.44940674 0.69200015 0.5092987 ]
 [0.12580542 0.52842283 0.17681818 0.5914674 ]
 [0.6433822  0.5348766  0.7695122  0.6432453 ]
 [0.77798104 0.78737587 0.88839173 0.88288546]
 [0.90790254 0.56209326 0.99218136 0.62223583]
 [0.27030718 0.6305623  0.3353506  0.70439696]
 [0.00729984 0.63492984 0.0855327  0.76587355]
 [0.8736507  0.762447   0.9920029  0.88253886]
 [0.55116093 0.7661841  0.7015373  0.97698766]
 [0.40309545 0.49276486 0.45013204 0.5644628 ]
 [0.45286658 0.8336448  0.5683739  0.9910121 ]
 [0.45837066 0.4381527  0.51518285 0.52052486]
 [0.75991964 0.9199319  0.999416   1.        ]
 [0.18978961 0.63590586 0.26581067 0.7642156 ]
 [0.46585822 0.5448192  0.5755759  0.6595027 ]
 [0.5275928  0.5502142  0.5912068  0.6260129 ]]","[0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:10:12,"[[0.7745837  0.60011995 0.8728559  0.6904194 ]
 [0.5154433  0.6166302  0.61401385 0.73241276]
 [0.09301651 0.6516803  0.15863371 0.7736959 ]
 [0.57434016 0.607286   0.6747989  0.7152865 ]
 [0.3267057  0.6018596  0.38774568 0.68159866]
 [0.9395119  0.5734972  1.         0.64129657]
 [0.33079752 0.47745138 0.37191045 0.5321487 ]
 [0.5862444  0.47777212 0.6525325  0.5501979 ]
 [0.72495216 0.5680006  0.7894282  0.63126767]
 [0.07034703 0.52446395 0.12063016 0.59270567]
 [0.86451346 0.55015737 0.9457527  0.61004317]
 [0.8887181  0.5361311  0.97666144 0.5929446 ]
 [0.6839461  0.79454654 0.7898944  0.9613125 ]
 [0.18715404 0.51935947 0.23098682 0.5794998 ]
 [0.6375046  0.57537    0.737699   0.70121026]
 [0.64283234 0.448051   0.6923257  0.509959  ]
 [0.7780707  0.7866374  0.89018863 0.8824645 ]
 [0.00665485 0.63709396 0.08398417 0.7653978 ]
 [0.64256555 0.5355962  0.7703261  0.6440836 ]
 [0.87231463 0.7615193  0.9921613  0.88655275]
 [0.12626188 0.5275379  0.17662811 0.59120166]
 [0.27037653 0.6309241  0.33592328 0.7045026 ]
 [0.9061708  0.55992794 0.99096406 0.61976093]
 [0.45133615 0.8335584  0.57016164 0.9913475 ]
 [0.7590778  0.922742   0.9998902  1.        ]
 [0.5493375  0.76773924 0.7012772  0.97727704]
 [0.52607584 0.5509593  0.59096766 0.6267342 ]
 [0.45830882 0.43862587 0.5149047  0.52199256]
 [0.4030767  0.49144116 0.45052537 0.5641708 ]
 [0.1889345  0.63657707 0.26620427 0.76447153]
 [0.4628136  0.55304635 0.5195358  0.6446074 ]
 [0.47916916 0.59748155 0.5402357  0.66167015]]","[0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:10:13,"[[0.77472585 0.6002171  0.8724345  0.69055194]
 [0.5144313  0.6161883  0.613611   0.73162866]
 [0.09302042 0.65172446 0.15879527 0.7739509 ]
 [0.32729802 0.59987736 0.38758507 0.68044335]
 [0.575572   0.6071536  0.67506844 0.7158025 ]
 [0.9399403  0.5728769  1.         0.64157695]
 [0.72583085 0.564998   0.7884824  0.631419  ]
 [0.33108547 0.4776417  0.3717236  0.53197795]
 [0.8645402  0.5499544  0.9455968  0.61037284]
 [0.58620805 0.47794443 0.6528068  0.55041414]
 [0.07034242 0.52371264 0.12058502 0.59181446]
 [0.88912356 0.53638023 0.97732997 0.59316033]
 [0.68433523 0.794416   0.7900399  0.9616188 ]
 [0.63824147 0.57437027 0.73707104 0.7018102 ]
 [0.6426131  0.4473531  0.69215566 0.5113534 ]
 [0.7782305  0.7876935  0.8890775  0.8826693 ]
 [0.18756092 0.5185142  0.23069648 0.5794238 ]
 [0.12617089 0.526632   0.17672212 0.59083945]
 [0.64218026 0.53565866 0.7684863  0.64476365]
 [0.87163013 0.76118594 0.9920466  0.8832902 ]
 [0.00631724 0.6390972  0.08215288 0.7646969 ]
 [0.27058417 0.6315221  0.33512512 0.70503664]
 [0.40250933 0.49177778 0.45166722 0.564189  ]
 [0.45085123 0.8334506  0.5701626  0.9909464 ]
 [0.75967324 0.92127776 0.9994409  1.        ]
 [0.9058535  0.55775464 0.9897361  0.61888856]
 [0.5490709  0.76787853 0.7009325  0.97665125]
 [0.45827535 0.43910912 0.51555985 0.5223784 ]
 [0.18948627 0.63705695 0.2660563  0.76455796]
 [0.47955835 0.5972825  0.5383884  0.6617644 ]
 [0.5259553  0.5495327  0.5923221  0.6271745 ]
 [0.46345776 0.55218536 0.5197145  0.64446706]]","[0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:10:14,"[[0.7756378  0.60032034 0.87269384 0.69044316]
 [0.5152536  0.6141623  0.6143159  0.73174655]
 [0.09263895 0.652825   0.15866484 0.7739351 ]
 [0.3273509  0.5993149  0.3851669  0.681427  ]
 [0.57471263 0.6064686  0.67523503 0.71584505]
 [0.93893236 0.57322013 1.         0.64133835]
 [0.7259443  0.56418294 0.78899914 0.6307852 ]
 [0.86447257 0.5504448  0.9440664  0.60963506]
 [0.07088858 0.524571   0.12108351 0.59264374]
 [0.8897628  0.5357502  0.97542566 0.59098905]
 [0.68448234 0.79433113 0.78994006 0.96224296]
 [0.33156133 0.47794497 0.37222058 0.5308199 ]
 [0.6502285  0.5840422  0.73970634 0.6995803 ]
 [0.18719321 0.51899225 0.22986883 0.578496  ]
 [0.58631533 0.47924826 0.65337056 0.5506172 ]
 [0.8719179  0.76176155 0.99259955 0.88494354]
 [0.40170142 0.49109724 0.4519211  0.56546783]
 [0.64248717 0.44852215 0.69234544 0.51025647]
 [0.7781333  0.7880912  0.89066535 0.8830626 ]
 [0.00556184 0.6395033  0.08383068 0.76426005]
 [0.12602225 0.5275463  0.17705995 0.5914187 ]
 [0.2708358  0.6305931  0.3353265  0.7061203 ]
 [0.6424824  0.5349809  0.7695265  0.6446821 ]
 [0.4513613  0.8328547  0.5675824  0.9904332 ]
 [0.90887046 0.5596628  0.99085164 0.62050086]
 [0.5499851  0.76729673 0.70106727 0.9749913 ]
 [0.75474167 0.92029196 1.         1.        ]
 [0.52704704 0.5503804  0.59019095 0.62796605]
 [0.19036444 0.6375219  0.26553336 0.7638907 ]
 [0.46729967 0.5467899  0.57272667 0.6597606 ]
 [0.4581122  0.4385388  0.5148273  0.5223319 ]
 [0.3226586  0.8395142  0.41609102 0.996609  ]]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:10:15,"[[0.7757278  0.6001993  0.8736115  0.69046515]
 [0.32824937 0.59998083 0.38529682 0.68110317]
 [0.5163656  0.6144997  0.61407614 0.73190457]
 [0.09274763 0.6529415  0.15859872 0.77345556]
 [0.57461214 0.6071581  0.6755221  0.7153513 ]
 [0.93880725 0.5743722  1.         0.6407961 ]
 [0.7241869  0.56589204 0.7890253  0.6304869 ]
 [0.86440814 0.550481   0.9443209  0.6096315 ]
 [0.8909361  0.5358724  0.97562575 0.59150314]
 [0.07052899 0.5245991  0.12098753 0.5927439 ]
 [0.33129147 0.4784048  0.3722165  0.53069484]
 [0.5862827  0.48123485 0.6534496  0.55055535]
 [0.63744503 0.57759506 0.73774326 0.7011343 ]
 [0.6840324  0.79412156 0.7903772  0.96206623]
 [0.8720453  0.76198864 0.99272233 0.8852885 ]
 [0.18702711 0.51919687 0.22951935 0.5781168 ]
 [0.00535688 0.6395923  0.08276707 0.7639446 ]
 [0.7781415  0.7878788  0.8905954  0.88265586]
 [0.12624857 0.52785015 0.17676456 0.591464  ]
 [0.40168276 0.49248224 0.45138657 0.56529325]
 [0.6430361  0.53589666 0.77057934 0.6442164 ]
 [0.6426396  0.44825542 0.69215226 0.5096429 ]
 [0.27073818 0.63064915 0.33629528 0.7057221 ]
 [0.90960395 0.5603211  0.99134296 0.61989796]
 [0.4510699  0.83312476 0.5682411  0.9888966 ]
 [0.52661234 0.5501893  0.59016335 0.627922  ]
 [0.7570484  0.921061   1.         1.        ]
 [0.32274437 0.8397343  0.41522086 0.99688417]
 [0.5504111  0.76730865 0.7005895  0.97541106]
 [0.457956   0.43809244 0.5145411  0.52198255]
 [0.47843096 0.5976247  0.5379487  0.6620752 ]
 [0.46641454 0.5470974  0.5713245  0.6593664 ]
 [0.19039273 0.63804036 0.26568022 0.76347536]]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:10:16,"[[0.7765442  0.6007036  0.8725242  0.68961895]
 [0.51513577 0.61382383 0.61511785 0.73182255]
 [0.09304351 0.65251595 0.15818055 0.77336925]
 [0.32703584 0.6031119  0.3906545  0.6814697 ]
 [0.5748916  0.60738003 0.6749366  0.7149445 ]
 [0.72597784 0.5658847  0.7890989  0.6309272 ]
 [0.93865305 0.5745909  1.         0.64056516]
 [0.58652157 0.48266867 0.65318674 0.5513231 ]
 [0.3304436  0.47800562 0.37193018 0.5319375 ]
 [0.8623088  0.54120785 0.95861906 0.6040141 ]
 [0.6379167  0.57857335 0.7377508  0.69962996]
 [0.07112283 0.52434176 0.12110594 0.5928475 ]
 [0.68314856 0.7936576  0.7906699  0.9606052 ]
 [0.8906814  0.5354522  0.97720605 0.59088564]
 [0.77836126 0.788166   0.8888974  0.8821559 ]
 [0.6431764  0.4492018  0.69360304 0.507717  ]
 [0.00569934 0.6365532  0.08449826 0.7663486 ]
 [0.44848377 0.83435297 0.5679651  0.9888375 ]
 [0.1860827  0.5185996  0.22871657 0.57745653]
 [0.642956   0.53494614 0.77198815 0.64361477]
 [0.27041233 0.6314124  0.33660343 0.7058857 ]
 [0.12594427 0.5280024  0.177057   0.5913453 ]
 [0.8717686  0.7627172  0.99177974 0.88290626]
 [0.90923667 0.5610616  0.99088407 0.62016594]
 [0.4579984  0.43815786 0.5145812  0.5217169 ]
 [0.40199512 0.4925656  0.45034716 0.5643684 ]
 [0.47928685 0.6002965  0.5388937  0.662754  ]
 [0.7543292  0.9196988  1.         1.        ]
 [0.4662371  0.5457125  0.57503426 0.6585103 ]
 [0.52618235 0.5492937  0.5917404  0.6284284 ]
 [0.55109465 0.7663965  0.6994739  0.97553337]
 [0.18985079 0.6368759  0.26585418 0.76484567]]","[0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:10:17,"[[0.7760955  0.6010332  0.8728566  0.6898055 ]
 [0.51509124 0.6128049  0.6146816  0.73178047]
 [0.09327024 0.65236366 0.15800767 0.77315986]
 [0.32734314 0.6016512  0.38960582 0.681294  ]
 [0.57489395 0.6070611  0.6748355  0.71482813]
 [0.7264925  0.5637879  0.7893476  0.6313867 ]
 [0.93872285 0.5742242  1.         0.64046574]
 [0.5868249  0.48363551 0.65334207 0.55135214]
 [0.6495875  0.58282423 0.740175   0.698929  ]
 [0.8629952  0.54096687 0.95888275 0.6039983 ]
 [0.33058482 0.4785903  0.37181437 0.5319602 ]
 [0.07053226 0.52452135 0.12074327 0.59292835]
 [0.6826367  0.79335076 0.79108393 0.9607941 ]
 [0.89110357 0.53550214 0.9752756  0.5912913 ]
 [0.6428502  0.4492198  0.6927317  0.5078639 ]
 [0.7780153  0.7878211  0.8904267  0.8816298 ]
 [0.00550202 0.63795155 0.08372255 0.76534706]
 [0.4478741  0.834259   0.56810373 0.99040174]
 [0.64189494 0.53450644 0.7699712  0.6453647 ]
 [0.8707434  0.7623236  0.9925581  0.8841187 ]
 [0.18657191 0.5188591  0.2293273  0.5771697 ]
 [0.12579226 0.5284908  0.1771186  0.59144896]
 [0.2703341  0.6317197  0.33606717 0.7053822 ]
 [0.91060174 0.56074405 0.9899797  0.6199687 ]
 [0.45754272 0.43785527 0.51482415 0.5217264 ]
 [0.40163627 0.4928868  0.4506889  0.564468  ]
 [0.5505824  0.7662196  0.7005011  0.97638756]
 [0.755201   0.91960806 1.         1.        ]
 [0.5265706  0.54947686 0.5914565  0.627541  ]
 [0.1897981  0.6370987  0.2656495  0.76443577]
 [0.46678442 0.5460008  0.5742943  0.65796775]
 [0.47908065 0.60045385 0.53914136 0.6625539 ]]","[0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:10:18,"[[0.7762311  0.6012254  0.8732326  0.690186  ]
 [0.5147475  0.61582077 0.61450475 0.7325752 ]
 [0.09324503 0.65222484 0.15784173 0.7727213 ]
 [0.3273693  0.6015991  0.3889462  0.6820388 ]
 [0.57491904 0.60700715 0.6745901  0.7153762 ]
 [0.9388971  0.57490945 1.         0.64020157]
 [0.7262795  0.56360453 0.7888624  0.63166726]
 [0.5859131  0.47963467 0.65313685 0.54983646]
 [0.07097985 0.5246962  0.12023217 0.59279436]
 [0.64989024 0.58040255 0.7397695  0.6990762 ]
 [0.89169234 0.5350002  0.9775122  0.5902505 ]
 [0.86252767 0.54088104 0.9588755  0.60398775]
 [0.33063453 0.47775725 0.37183592 0.53126127]
 [0.6420227  0.44885004 0.6926056  0.5078699 ]
 [0.6422973  0.5331727  0.7697062  0.64647794]
 [0.6832308  0.792179   0.7902602  0.96189225]
 [0.18661146 0.5197655  0.22924657 0.57796615]
 [0.7777419  0.7878747  0.8909737  0.8823282 ]
 [0.12602581 0.5283566  0.17689884 0.5914149 ]
 [0.9098687  0.5618443  0.99093455 0.62028694]
 [0.00638327 0.6388488  0.08294051 0.763587  ]
 [0.44712588 0.8331018  0.56844014 0.98833096]
 [0.87066406 0.7616913  0.9923479  0.88557297]
 [0.27031147 0.63079846 0.3366411  0.7058401 ]
 [0.40197265 0.49222013 0.45113176 0.56515443]
 [0.45759097 0.43734333 0.51492983 0.5230975 ]
 [0.55031586 0.76603496 0.70174    0.9749083 ]
 [0.52622527 0.54852635 0.58948475 0.62726396]
 [0.32333905 0.8391872  0.4155856  0.99625504]
 [0.47941726 0.6009576  0.5380222  0.6632181 ]
 [0.18941796 0.63669026 0.26652664 0.76469606]
 [0.46507922 0.5454205  0.57176936 0.65866804]
 [0.75217456 0.91793996 1.         1.        ]]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
