Time,bboxes,zone_count
16:09:50,"[[0.77648807 0.60001844 0.8748076  0.68984604]
 [0.09139804 0.6555527  0.15986471 0.7743824 ]
 [0.51464015 0.6152467  0.6159235  0.7315149 ]
 [0.3273644  0.6025956  0.38620067 0.68017626]
 [0.6489505  0.5771198  0.7405602  0.69832927]
 [0.9389087  0.5731554  1.         0.640346  ]
 [0.57146215 0.6065607  0.6737415  0.71509296]
 [0.67984545 0.79278713 0.79215455 0.96032965]
 [0.33053967 0.478222   0.37241983 0.53168905]
 [0.8845526  0.53519523 0.98493725 0.59137386]
 [0.8643859  0.54931825 0.9462583  0.6104065 ]
 [0.06999913 0.5239105  0.12068239 0.5924059 ]
 [0.58586574 0.4763498  0.65263367 0.549691  ]
 [0.63964    0.5341505  0.77579415 0.6481598 ]
 [0.18710469 0.519888   0.23073679 0.5785598 ]
 [0.12621227 0.5305389  0.17673858 0.5908717 ]
 [0.64303476 0.4501711  0.6925853  0.5088045 ]
 [0.7185759  0.5687913  0.7897389  0.63218784]
 [0.00592087 0.63769436 0.08303732 0.7651535 ]
 [0.8776974  0.76167387 0.9904745  0.88288355]
 [0.3269824  0.8383879  0.41031697 0.9948186 ]
 [0.27173644 0.6318925  0.33405232 0.7057393 ]
 [0.90841174 0.56019014 0.9949263  0.62197524]
 [0.5499701  0.7635672  0.7025405  0.9720337 ]
 [0.40229136 0.49383265 0.4502462  0.56471044]
 [0.4581492  0.43823352 0.5159792  0.52342975]
 [0.45586368 0.8351088  0.5676437  0.99222314]
 [0.77736074 0.78826946 0.8854964  0.8820582 ]
 [0.4785327  0.59945166 0.5406657  0.6621547 ]
 [0.5257529  0.54771894 0.5939289  0.6273024 ]
 [0.19020605 0.6368376  0.26524237 0.764831  ]
 [0.7602956  0.9223891  1.         1.        ]
 [0.46714294 0.5421473  0.57646793 0.65990156]]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:09:51,"[[0.776271   0.5996337  0.87509525 0.68983173]
 [0.09187094 0.65351576 0.16026446 0.77436215]
 [0.5146757  0.6151385  0.61531633 0.73179805]
 [0.32684702 0.60192645 0.38643113 0.68083113]
 [0.6495319  0.57873785 0.74000156 0.6982659 ]
 [0.5723421  0.6067894  0.6744269  0.71575916]
 [0.9391455  0.57363147 1.         0.6401175 ]
 [0.33050033 0.4784878  0.37209445 0.531289  ]
 [0.86397505 0.5494283  0.94589305 0.6107409 ]
 [0.680068   0.7914078  0.7925564  0.96080136]
 [0.88644576 0.5346303  0.9835939  0.58976406]
 [0.64200544 0.4492386  0.6915723  0.50933427]
 [0.5861822  0.47676522 0.6526012  0.54755986]
 [0.07087524 0.5234418  0.12139093 0.5928484 ]
 [0.18805309 0.52049905 0.23178977 0.5800481 ]
 [0.6408731  0.5337346  0.7753385  0.64782315]
 [0.7201962  0.5683613  0.79000175 0.63294774]
 [0.12612753 0.5300935  0.17662305 0.5903805 ]
 [0.00675664 0.63625133 0.08285492 0.7663193 ]
 [0.32727954 0.83915687 0.40897277 0.9937388 ]
 [0.40235916 0.4942934  0.45064574 0.56389666]
 [0.8778433  0.76164335 0.98976755 0.8838523 ]
 [0.9084334  0.56068635 0.99459344 0.62242085]
 [0.27131495 0.63263893 0.3339396  0.70716244]
 [0.55029905 0.7637272  0.7025764  0.9732059 ]
 [0.4574261  0.4392439  0.5155052  0.52370447]
 [0.7771328  0.7888666  0.8865801  0.8824223 ]
 [0.5261185  0.5476315  0.59227306 0.6266618 ]
 [0.47831875 0.59971344 0.5421181  0.66130495]
 [0.4556811  0.835724   0.5676535  0.9921892 ]
 [0.4033967  0.8256061  0.43269065 0.9236196 ]
 [0.46395123 0.55380374 0.5199799  0.64395994]
 [0.46664613 0.5444348  0.57522166 0.6576045 ]
 [0.19109279 0.6377734  0.2645057  0.76515156]]","[2, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:09:52,"[[0.7753743  0.5996563  0.8738701  0.69000936]
 [0.09165271 0.6545545  0.16038051 0.7738459 ]
 [0.51459074 0.61549157 0.6161863  0.7311353 ]
 [0.32839575 0.60253    0.38546816 0.6796758 ]
 [0.5728604  0.6075716  0.67458105 0.7150131 ]
 [0.9391284  0.5738239  1.         0.6401789 ]
 [0.6490534  0.58045954 0.7409609  0.6991408 ]
 [0.5854876  0.47842854 0.6536746  0.54784995]
 [0.68078846 0.79103196 0.7916754  0.9615382 ]
 [0.86359614 0.55031884 0.94517344 0.6098975 ]
 [0.8884862  0.53468883 0.98158026 0.5891526 ]
 [0.3304649  0.47736618 0.3720577  0.5307801 ]
 [0.06995906 0.52422047 0.12114118 0.5928447 ]
 [0.7202614  0.57062227 0.790887   0.63173574]
 [0.6424705  0.44941208 0.69182014 0.5103838 ]
 [0.18673308 0.5211823  0.23090361 0.5790223 ]
 [0.00672591 0.6383013  0.08243877 0.76481986]
 [0.6401033  0.53376174 0.7734669  0.6478461 ]
 [0.12687798 0.5299302  0.17588711 0.59097284]
 [0.4027386  0.4955507  0.4505357  0.5642725 ]
 [0.90833455 0.56184053 0.99333304 0.62197983]
 [0.8771367  0.7622204  0.9904753  0.8826353 ]
 [0.4577789  0.43935525 0.51539123 0.52253264]
 [0.5271146  0.551325   0.5933177  0.6263384 ]
 [0.2715326  0.631199   0.33535358 0.7066739 ]
 [0.77648187 0.78925747 0.8875018  0.8821801 ]
 [0.32329887 0.83812773 0.4107346  0.9942976 ]
 [0.5503022  0.7648472  0.70063    0.9748737 ]
 [0.18921565 0.6361314  0.26539692 0.7652608 ]
 [0.4774277  0.59796757 0.53958243 0.66132754]]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:09:53,"[[0.77614707 0.59967154 0.87370723 0.69046205]
 [0.09160103 0.6545337  0.16001911 0.774452  ]
 [0.5139152  0.6152372  0.61629057 0.7319691 ]
 [0.3288001  0.6035682  0.38653547 0.6803298 ]
 [0.5727185  0.6076466  0.6738392  0.7151628 ]
 [0.9397591  0.573624   1.         0.64020944]
 [0.6489814  0.58061135 0.7407975  0.69887763]
 [0.7199893  0.56909144 0.79080445 0.63157   ]
 [0.33033156 0.47729093 0.37219024 0.5310875 ]
 [0.8637315  0.5500401  0.9457457  0.61010575]
 [0.68116593 0.7910378  0.7908338  0.96059144]
 [0.07049064 0.524412   0.12065651 0.5928257 ]
 [0.88864064 0.5349679  0.981295   0.59111094]
 [0.5859968  0.4759198  0.6524994  0.54842204]
 [0.12717359 0.52917993 0.17571901 0.5913828 ]
 [0.64282787 0.4478944  0.69196147 0.5105631 ]
 [0.18686527 0.5206571  0.23062886 0.57896245]
 [0.4029326  0.49391955 0.45047945 0.5648624 ]
 [0.00643683 0.6383392  0.08229549 0.7641132 ]
 [0.6396308  0.533878   0.77155566 0.6479494 ]
 [0.87637526 0.7613953  0.99098724 0.8834618 ]
 [0.90506464 0.560423   0.9924684  0.62084955]
 [0.7763775  0.78903157 0.889234   0.88248855]
 [0.5276831  0.5518651  0.5921999  0.62599194]
 [0.45753685 0.4381138  0.5150684  0.5228035 ]
 [0.27071908 0.63070166 0.33629853 0.7060543 ]
 [0.18903832 0.637025   0.2659151  0.76548314]
 [0.32241628 0.83933127 0.41069314 0.99283224]
 [0.47866738 0.59775573 0.54124594 0.66096365]
 [0.5502552  0.7640158  0.69954795 0.9759249 ]]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:09:54,"[[0.77583724 0.6006223  0.8734363  0.69088376]
 [0.0914305  0.65452474 0.16023053 0.7741324 ]
 [0.32910633 0.60297006 0.3868519  0.6812267 ]
 [0.51534605 0.617241   0.6162836  0.7322449 ]
 [0.94002515 0.57306063 1.         0.63999623]
 [0.57261163 0.60813946 0.67373395 0.71508276]
 [0.72163224 0.56853735 0.789855   0.63109475]
 [0.33013144 0.4773967  0.37246385 0.5319934 ]
 [0.8641849  0.55017406 0.9460018  0.6097136 ]
 [0.64937544 0.5810232  0.7403398  0.6983616 ]
 [0.68100476 0.7911866  0.7911794  0.95963866]
 [0.88785404 0.5360658  0.979687   0.590813  ]
 [0.0704781  0.5246601  0.12120198 0.59243315]
 [0.5855424  0.47589535 0.6527715  0.54812545]
 [0.64267755 0.44944116 0.6915187  0.5101696 ]
 [0.18733539 0.5212843  0.23067886 0.57955205]
 [0.00503534 0.63801014 0.08190938 0.76459557]
 [0.12687746 0.529665   0.17617787 0.59124786]
 [0.6416968  0.53537863 0.7717272  0.6453606 ]
 [0.7762665  0.7885227  0.8888187  0.88184196]
 [0.4033736  0.49386552 0.44940144 0.5646291 ]
 [0.32291555 0.84073585 0.42003337 0.9931365 ]
 [0.5285321  0.55308044 0.5923077  0.62655854]
 [0.27168968 0.6323648  0.3351252  0.70756835]
 [0.877992   0.7615076  0.99206585 0.88388425]
 [0.9066063  0.55996865 0.99110264 0.6199645 ]
 [0.45777503 0.4394391  0.516313   0.5221184 ]
 [0.4775955  0.5962163  0.5384847  0.6617345 ]
 [0.18974751 0.637385   0.2646149  0.76400054]
 [0.54871947 0.7648998  0.70094275 0.97437745]
 [0.75852793 0.9215995  1.         1.        ]
 [0.46868008 0.54709953 0.57064146 0.6596354 ]]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:09:55,"[[0.77663684 0.60014915 0.874344   0.69055176]
 [0.09176385 0.6537161  0.16022539 0.77401567]
 [0.5145754  0.6168244  0.61591846 0.7326769 ]
 [0.3286259  0.60238636 0.3878255  0.6810721 ]
 [0.9394049  0.5727485  1.         0.64006484]
 [0.5731452  0.6080599  0.67363024 0.7156866 ]
 [0.3297803  0.47756797 0.37265384 0.5326351 ]
 [0.6497831  0.5809948  0.7400956  0.69817054]
 [0.8637074  0.5502017  0.946479   0.6093894 ]
 [0.7215703  0.5678794  0.78947634 0.6311215 ]
 [0.07103219 0.5245776  0.12124056 0.59265375]
 [0.88708025 0.5361672  0.9787399  0.5909834 ]
 [0.68116295 0.79053766 0.79084563 0.9606265 ]
 [0.5857304  0.4760087  0.65276927 0.5484009 ]
 [0.18739934 0.5205503  0.2305319  0.5784478 ]
 [0.00568776 0.6383193  0.08130045 0.7645362 ]
 [0.1269781  0.5292384  0.17602022 0.5915624 ]
 [0.4029444  0.49433658 0.44974986 0.5647629 ]
 [0.6413838  0.5344153  0.7716525  0.6470942 ]
 [0.64308804 0.45064798 0.6915702  0.51179045]
 [0.7769006  0.78915846 0.8877541  0.8808475 ]
 [0.5285326  0.5535182  0.5918145  0.62709314]
 [0.2717358  0.6314071  0.33508188 0.70516014]
 [0.4578815  0.43963537 0.51614934 0.52240485]
 [0.18909849 0.6399209  0.26559547 0.7636904 ]
 [0.87782556 0.7619257  0.9911451  0.8825409 ]
 [0.4775952  0.597232   0.5376679  0.6613652 ]
 [0.32258272 0.8396506  0.41975987 0.996299  ]
 [0.9070917  0.55972016 0.9916763  0.6188526 ]
 [0.54898924 0.76597583 0.7013634  0.9739565 ]]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:09:56,"[[0.7762431  0.6005149  0.8734265  0.6910083 ]
 [0.0919486  0.6541598  0.15987042 0.7741935 ]
 [0.5140811  0.6151733  0.61651945 0.73056173]
 [0.32836205 0.60405946 0.3851384  0.6816517 ]
 [0.9395947  0.5728361  1.         0.6402378 ]
 [0.5732601  0.60827917 0.6744749  0.7155417 ]
 [0.64956343 0.5794082  0.74005336 0.6985408 ]
 [0.8629867  0.55065477 0.94577956 0.6093106 ]
 [0.58581746 0.47684088 0.6527111  0.5490313 ]
 [0.64251244 0.44967157 0.6926101  0.50975114]
 [0.8861206  0.5356414  0.9823835  0.5903116 ]
 [0.6802477  0.7905629  0.79180574 0.9606009 ]
 [0.33040547 0.47782895 0.37268993 0.5313177 ]
 [0.7192731  0.56369406 0.7903635  0.63094276]
 [0.00533115 0.6386219  0.08240973 0.764085  ]
 [0.64153653 0.53443927 0.77341175 0.6480574 ]
 [0.069354   0.5249106  0.12066799 0.59311813]
 [0.1874339  0.5211094  0.23087336 0.5788504 ]
 [0.12611905 0.5286786  0.17595923 0.59221107]
 [0.2717368  0.6311726  0.33514103 0.70458364]
 [0.7762142  0.7884354  0.88851565 0.8811805 ]
 [0.40239564 0.4934795  0.44979942 0.5651443 ]
 [0.3256401  0.8418351  0.41574532 0.99295443]
 [0.18840244 0.6384638  0.26715782 0.7648761 ]
 [0.4573917  0.4398     0.5153154  0.5223492 ]
 [0.8769902  0.7605739  0.98994166 0.88301116]
 [0.90837055 0.56066424 0.99353147 0.6202718 ]
 [0.52723455 0.5509693  0.5926938  0.6266955 ]
 [0.4544192  0.83502716 0.5674599  0.993463  ]
 [0.5497174  0.76532125 0.7019648  0.9740813 ]
 [0.46748665 0.54485685 0.5703017  0.6586987 ]]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:09:58,"[[0.77540046 0.600958   0.8727483  0.6906133 ]
 [0.09219027 0.6542835  0.15958098 0.7738043 ]
 [0.5137311  0.6145473  0.61634713 0.7304437 ]
 [0.32785493 0.604207   0.38618717 0.6816974 ]
 [0.93953466 0.57285875 1.         0.640244  ]
 [0.5732783  0.60801595 0.67493546 0.7161173 ]
 [0.86334205 0.55079985 0.9443517  0.6090847 ]
 [0.6491899  0.5813824  0.7403569  0.69825506]
 [0.72141165 0.56711084 0.7908654  0.63119656]
 [0.8890974  0.53570086 0.9802591  0.59014076]
 [0.58620167 0.47596267 0.65269685 0.5488045 ]
 [0.68079066 0.79075474 0.7915241  0.96047384]
 [0.3303999  0.4780587  0.3721076  0.531372  ]
 [0.06970332 0.52432853 0.12059279 0.59317005]
 [0.64270353 0.44951856 0.6922874  0.5100495 ]
 [0.005401   0.63946325 0.08222991 0.7637842 ]
 [0.18705498 0.52033967 0.23034035 0.5783451 ]
 [0.12679572 0.5285324  0.17563891 0.5922433 ]
 [0.6412255  0.5354951  0.7699909  0.6483633 ]
 [0.27142903 0.6311012  0.3351512  0.7051703 ]
 [0.7766285  0.78772813 0.8888648  0.88142645]
 [0.8760491  0.76136583 0.99080443 0.88347125]
 [0.3252304  0.84146    0.4139075  0.99453336]
 [0.4025775  0.4938532  0.44985348 0.5655739 ]
 [0.52941036 0.5521841  0.5929066  0.6263278 ]
 [0.18880807 0.63799095 0.26676098 0.7653703 ]
 [0.9099318  0.56066644 0.9921984  0.62015104]
 [0.45725852 0.43932623 0.51516885 0.52226216]
 [0.45393315 0.8341218  0.56764656 0.99385786]
 [0.46733734 0.54402417 0.5701767  0.6589121 ]
 [0.550584   0.7653972  0.70087105 0.9730991 ]
 [0.4782657  0.5998718  0.5395053  0.66196656]]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 2, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:09:59,"[[0.7773232  0.6002303  0.872731   0.6904689 ]
 [0.5145561  0.6152441  0.61541075 0.7318632 ]
 [0.09253988 0.65427136 0.1589129  0.77324826]
 [0.32775673 0.60403186 0.3882922  0.6805097 ]
 [0.93903714 0.57386553 1.         0.6393836 ]
 [0.5737677  0.6082152  0.67526275 0.715389  ]
 [0.8628541  0.5512419  0.94465077 0.6090441 ]
 [0.88914454 0.53544223 0.9804294  0.58939475]
 [0.68101555 0.7918179  0.79163074 0.9590148 ]
 [0.3303066  0.47712478 0.37199402 0.5326106 ]
 [0.6489575  0.5828865  0.74096406 0.69861376]
 [0.5861488  0.47567397 0.6527706  0.5504446 ]
 [0.7204056  0.5684511  0.79037714 0.63168854]
 [0.64290255 0.4486104  0.6924044  0.5091861 ]
 [0.06964065 0.5242659  0.12086505 0.59292316]
 [0.6425434  0.53481036 0.77418053 0.6462181 ]
 [0.18635127 0.5199512  0.22931482 0.57729936]
 [0.12526317 0.52904403 0.17663975 0.59133166]
 [0.00618291 0.63688266 0.08381479 0.7648485 ]
 [0.45865497 0.4397479  0.51522046 0.5227689 ]
 [0.7766787  0.78798413 0.8891832  0.8815773 ]
 [0.27159834 0.631878   0.33570108 0.706079  ]
 [0.4023211  0.4918713  0.44986463 0.5658436 ]
 [0.8755833  0.76198816 0.99050516 0.88278013]
 [0.4521855  0.83418137 0.5674414  0.9939673 ]
 [0.32599664 0.8417469  0.41441545 0.992414  ]
 [0.90805805 0.56162536 0.9936734  0.62037134]
 [0.52831453 0.55044013 0.5918909  0.6259718 ]
 [0.55045766 0.7653461  0.7011435  0.9730353 ]
 [0.467335   0.54269403 0.57241505 0.6586443 ]
 [0.18862775 0.6387061  0.2671559  0.7646106 ]
 [0.478136   0.60132253 0.5410061  0.6621011 ]]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:10:00,"[[0.77739596 0.60017014 0.8729883  0.6906236 ]
 [0.51452065 0.61531687 0.61544865 0.73184663]
 [0.09243083 0.65432084 0.15899396 0.7734724 ]
 [0.3277697  0.60375744 0.3880414  0.68027925]
 [0.93898785 0.57385683 1.         0.6396588 ]
 [0.5737837  0.6083113  0.6754204  0.7154577 ]
 [0.8628169  0.5512248  0.94461596 0.60913676]
 [0.8891087  0.535461   0.98033863 0.5893114 ]
 [0.6810251  0.7915954  0.79173553 0.9595837 ]
 [0.33015594 0.47707424 0.3718711  0.5326685 ]
 [0.64903116 0.58283323 0.7410007  0.69857556]
 [0.58614266 0.4758111  0.65281695 0.5502967 ]
 [0.72011685 0.56866145 0.79032916 0.6314865 ]
 [0.642746   0.4487921  0.69248086 0.50967515]
 [0.06952212 0.5241369  0.12081588 0.59295505]
 [0.18595608 0.5196522  0.22907844 0.5770821 ]
 [0.6427006  0.53502256 0.77419114 0.64582473]
 [0.12525527 0.5288563  0.1766748  0.5912657 ]
 [0.00605087 0.6374606  0.08375607 0.76473033]
 [0.45857358 0.43981656 0.51528805 0.52275753]
 [0.77672064 0.7882374  0.8888719  0.8816722 ]
 [0.27153844 0.63206244 0.33575436 0.7060438 ]
 [0.40226468 0.49185193 0.4498967  0.5658299 ]
 [0.8764632  0.7619447  0.9899632  0.88223517]
 [0.4522736  0.83459276 0.5674204  0.99376047]
 [0.9087756  0.5618655  0.9934668  0.6208084 ]
 [0.3263901  0.84194386 0.41405714 0.99232244]
 [0.5282667  0.5504689  0.5918295  0.62596154]
 [0.55047214 0.76534903 0.7014715  0.9735862 ]
 [0.46739724 0.54264396 0.5725254  0.6586372 ]
 [0.4781555  0.601378   0.5409797  0.66209805]
 [0.18848985 0.63902295 0.26738554 0.76492965]]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:10:01,"[[0.776905   0.60024875 0.87425274 0.69070464]
 [0.5142015  0.61316067 0.61390656 0.7312364 ]
 [0.3261621  0.6017997  0.38518736 0.68018585]
 [0.09299666 0.65374947 0.15895632 0.77394503]
 [0.5750648  0.6074308  0.6736472  0.71557945]
 [0.93922704 0.5735127  1.         0.6402152 ]
 [0.8636951  0.5509093  0.9448041  0.6093894 ]
 [0.6502987  0.58086544 0.7398511  0.69910187]
 [0.72507936 0.56702155 0.7910839  0.63235873]
 [0.06963246 0.52438277 0.12058759 0.59225094]
 [0.8926766  0.53532034 0.9754014  0.58958477]
 [0.58498746 0.47653526 0.65342635 0.55164284]
 [0.68140006 0.7922258  0.7913475  0.96205497]
 [0.33005413 0.47712234 0.37155166 0.53151387]
 [0.00478604 0.6389206  0.08253496 0.7641779 ]
 [0.18620257 0.5202009  0.23053244 0.57744753]
 [0.12604068 0.5280752  0.17702454 0.5912471 ]
 [0.6434644  0.44927987 0.69314647 0.51119596]
 [0.45099977 0.8341193  0.56706053 0.99315125]
 [0.27131438 0.63165045 0.33500266 0.70549405]
 [0.6398223  0.5362205  0.765874   0.64975405]
 [0.77720875 0.78751266 0.88649684 0.88198364]
 [0.87414557 0.76142466 0.992901   0.8817688 ]
 [0.32126877 0.83950347 0.4175426  0.9970424 ]
 [0.47688    0.600439   0.5410659  0.6612695 ]
 [0.9085653  0.5614344  0.9905748  0.62017995]
 [0.52718896 0.5498476  0.59276724 0.62463313]
 [0.18942946 0.6400278  0.26560396 0.7642357 ]
 [0.40204513 0.49437925 0.45090824 0.5646642 ]
 [0.4584078  0.438981   0.5171553  0.5231303 ]
 [0.5504521  0.76659673 0.699131   0.9742159 ]
 [0.7564779  0.9198337  1.         1.        ]]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:10:02,"[[0.7764297  0.60027623 0.87389714 0.69076777]
 [0.5146305  0.61297834 0.6142928  0.73073727]
 [0.0929186  0.6538113  0.15898946 0.77368164]
 [0.32540745 0.6016734  0.38510776 0.6806491 ]
 [0.9394176  0.57328045 1.         0.64061695]
 [0.57406485 0.6072127  0.6740937  0.7158615 ]
 [0.864705   0.5506321  0.9450797  0.60950375]
 [0.6500018  0.5795473  0.7399818  0.6992082 ]
 [0.7251677  0.5651351  0.7905731  0.6324097 ]
 [0.07028455 0.52468824 0.12044849 0.5920786 ]
 [0.89283556 0.5351467  0.97540265 0.589851  ]
 [0.682027   0.79192567 0.79115283 0.96250296]
 [0.5861499  0.47622734 0.6529308  0.5509825 ]
 [0.33012116 0.4770701  0.37141716 0.5316078 ]
 [0.00508672 0.63989156 0.08197493 0.7634178 ]
 [0.18660511 0.5205858  0.23123814 0.57738245]
 [0.6434771  0.44959018 0.69315076 0.5107851 ]
 [0.12597804 0.5287762  0.17718053 0.59131116]
 [0.27113473 0.6313119  0.33499154 0.70483345]
 [0.6401757  0.5360217  0.7668062  0.6504421 ]
 [0.4770752  0.6023378  0.5408167  0.66168815]
 [0.4509111  0.8342593  0.56689084 0.9927692 ]
 [0.5275623  0.5508153  0.5915623  0.624386  ]
 [0.9090029  0.5609425  0.98904145 0.6199914 ]
 [0.8745398  0.76186454 0.99166477 0.8815617 ]
 [0.77728236 0.78752685 0.88614476 0.88169307]
 [0.4023515  0.49379566 0.4504849  0.5647716 ]
 [0.3216885  0.84089637 0.41752604 0.9956183 ]
 [0.18987884 0.6400582  0.26538554 0.76393455]
 [0.458094   0.43992212 0.51691127 0.52313066]
 [0.5505945  0.7671091  0.6999829  0.9738749 ]]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:10:03,"[[0.7767529  0.60023016 0.873286   0.6905867 ]
 [0.5137598  0.61420715 0.61488295 0.73123795]
 [0.09266787 0.65391815 0.15926747 0.77351314]
 [0.32779074 0.6034024  0.38620228 0.6809129 ]
 [0.93910545 0.57279986 1.         0.64081997]
 [0.5744016  0.60668117 0.6761381  0.7163483 ]
 [0.86004406 0.5416071  0.9599319  0.60393316]
 [0.72781146 0.56612283 0.78966695 0.63221294]
 [0.07051658 0.5244505  0.12062916 0.5928441 ]
 [0.33000255 0.4765651  0.37235433 0.5322506 ]
 [0.6504646  0.580512   0.73926663 0.6997141 ]
 [0.58622867 0.4772414  0.65223205 0.5499575 ]
 [0.64313424 0.44991153 0.6916635  0.50935405]
 [0.18656792 0.5191817  0.23100565 0.57723105]
 [0.89150393 0.53551626 0.97466654 0.5899191 ]
 [0.6816682  0.7924316  0.7904713  0.9620229 ]
 [0.27143085 0.63176656 0.33492714 0.70351326]
 [0.125343   0.5290673  0.17734239 0.59093875]
 [0.00467229 0.6388855  0.08190885 0.76331687]
 [0.64122695 0.5351779  0.76469254 0.6473251 ]
 [0.77736926 0.7879676  0.8872262  0.8807582 ]
 [0.4020497  0.49250233 0.45157635 0.5652781 ]
 [0.45171696 0.8342468  0.5675702  0.99235415]
 [0.8751121  0.76223826 0.99090856 0.8819901 ]
 [0.5281886  0.55085313 0.59253216 0.6250782 ]
 [0.18782678 0.6399085  0.26792693 0.76441157]
 [0.45756438 0.4389466  0.5147346  0.5227868 ]
 [0.91024405 0.560758   0.99135256 0.62002754]
 [0.3225813  0.84016615 0.41452888 0.9964597 ]
 [0.47746268 0.60162973 0.5415762  0.66169626]
 [0.7550938  0.92070556 1.         1.        ]
 [0.5493909  0.7665375  0.70128745 0.97607076]]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
16:10:04,"[[0.77648747 0.6002924  0.87344927 0.6913474 ]
 [0.5141834  0.6146471  0.61504686 0.7319819 ]
 [0.09225292 0.65368134 0.15949297 0.7736025 ]
 [0.32760292 0.6025414  0.38615617 0.680093  ]
 [0.9392682  0.57233906 1.         0.6412076 ]
 [0.5749622  0.60687464 0.6754868  0.715515  ]
 [0.8606851  0.54185545 0.9596907  0.6035921 ]
 [0.0708774  0.5244186  0.12066212 0.592706  ]
 [0.72761786 0.56775725 0.78980815 0.632634  ]
 [0.3303591  0.47691935 0.37233633 0.53174263]
 [0.63762397 0.57406473 0.7376484  0.7009864 ]
 [0.5863577  0.4768997  0.65221846 0.5497117 ]
 [0.6427032  0.4494759  0.6922812  0.5090012 ]
 [0.89099723 0.5358055  0.97504896 0.590393  ]
 [0.68141896 0.7925437  0.7907096  0.9607688 ]
 [0.18696117 0.5195905  0.23082514 0.57712597]
 [0.00447001 0.6392659  0.08224767 0.76331794]
 [0.1254364  0.5292422  0.17749609 0.59096295]
 [0.27069002 0.63154435 0.33625385 0.7037164 ]
 [0.7774441  0.7879473  0.88760334 0.880508  ]
 [0.45142242 0.83391976 0.56826395 0.99286354]
 [0.6414938  0.5343319  0.7652523  0.6487133 ]
 [0.4022766  0.4928388  0.45181638 0.56548136]
 [0.8755589  0.7619369  0.99168664 0.88260853]
 [0.52869254 0.5505436  0.5939587  0.62585795]
 [0.18777159 0.64061415 0.26763687 0.76381934]
 [0.9095776  0.5593929  0.99007493 0.61968535]
 [0.45756716 0.4388323  0.514808   0.52254134]
 [0.75634944 0.9208783  1.         1.        ]
 [0.4778373  0.6024026  0.54135156 0.66207874]
 [0.54914236 0.7660766  0.7014506  0.97673345]
 [0.32296523 0.8396049  0.4151383  0.9970247 ]]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
